run_id,task,input_id,depth,condition,paraphrase_idx,position,position_idx,divergence,out_len,base_len,len_ratio,schema_violation,judge_score,base_judge_score,agent_model,backend,embedder
code_review|cr_4|d3|p0|middle,code_review,cr_4,3,perturbed,0,middle,1,0.1504894495010376,3610,3435,1.0509461426491995,,9,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p9|first,code_review,cr_4,3,perturbed,9,first,0,0.1063811779022216,3679,3435,1.071033478893741,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p1|middle,code_review,cr_4,3,perturbed,1,middle,1,0.0934951305389404,3733,3435,1.0867540029112082,,5,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p2|middle,code_review,cr_4,3,perturbed,2,middle,1,0.1138042211532592,3726,3435,1.0847161572052402,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p4|middle,code_review,cr_4,3,perturbed,4,middle,1,0.1341254711151123,3814,3435,1.1103347889374091,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p3|middle,code_review,cr_4,3,perturbed,3,middle,1,0.1217360496520996,3655,3435,1.064046579330422,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p6|middle,code_review,cr_4,3,perturbed,6,middle,1,0.1497615575790405,3769,3435,1.0972343522561865,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p5|middle,code_review,cr_4,3,perturbed,5,middle,1,0.1568843126296997,3692,3435,1.0748180494905386,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p7|middle,code_review,cr_4,3,perturbed,7,middle,1,0.1070301532745361,3965,3435,1.1542940320232895,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p8|middle,code_review,cr_4,3,perturbed,8,middle,1,0.1165634989738464,3857,3435,1.1228529839883552,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p9|middle,code_review,cr_4,3,perturbed,9,middle,1,0.1318004131317138,3769,3435,1.0972343522561865,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p0|last,code_review,cr_4,3,perturbed,0,last,2,0.1308059692382812,3679,3435,1.071033478893741,,9,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p1|last,code_review,cr_4,3,perturbed,1,last,2,0.1279638409614563,3563,3435,1.0372634643377,,6,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p2|last,code_review,cr_4,3,perturbed,2,last,2,0.1360597014427185,3581,3435,1.0425036390101892,,8,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p3|last,code_review,cr_4,3,perturbed,3,last,2,0.0689983367919921,3799,3435,1.1059679767103348,,6,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p4|last,code_review,cr_4,3,perturbed,4,last,2,0.1228655576705932,3834,3435,1.1161572052401747,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p5|last,code_review,cr_4,3,perturbed,5,last,2,0.0827957391738891,3921,3435,1.1414847161572053,,5,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p6|last,code_review,cr_4,3,perturbed,6,last,2,0.1381256580352783,3738,3435,1.0882096069868996,,6,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p8|last,code_review,cr_4,3,perturbed,8,last,2,0.0946497917175293,3671,3435,1.0687045123726346,,7,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p7|last,code_review,cr_4,3,perturbed,7,last,2,0.49558025598526,3865,3435,1.1251819505094611,,5,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d3|p9|last,code_review,cr_4,3,perturbed,9,last,2,0.0884369611740112,3988,3435,1.1609898107714702,,5,7,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p2|first,code_review,cr_3,4,perturbed,2,first,0,0.1963757276535034,1497,1298,1.1533127889060093,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p3|first,code_review,cr_3,4,perturbed,3,first,0,0.1260842084884643,1527,1298,1.1764252696456086,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p4|first,code_review,cr_3,4,perturbed,4,first,0,0.1032668352127075,1568,1298,1.2080123266563945,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p6|first,code_review,cr_3,4,perturbed,6,first,0,0.1765681505203247,1261,1298,0.9714946070878274,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p5|first,code_review,cr_3,4,perturbed,5,first,0,0.1795587539672851,1519,1298,1.170261941448382,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p7|first,code_review,cr_3,4,perturbed,7,first,0,0.1635538339614868,1331,1298,1.0254237288135593,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p8|first,code_review,cr_3,4,perturbed,8,first,0,0.2268142700195312,1602,1298,1.234206471494607,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p0|middle,code_review,cr_3,4,perturbed,0,middle,2,0.0641419887542724,1534,1298,1.181818181818182,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p9|first,code_review,cr_3,4,perturbed,9,first,0,0.1134001016616821,1503,1298,1.157935285053929,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p2|middle,code_review,cr_3,4,perturbed,2,middle,2,0.0996627807617187,1125,1298,0.8667180277349769,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p1|middle,code_review,cr_3,4,perturbed,1,middle,2,0.2036882042884826,1261,1298,0.9714946070878274,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p3|middle,code_review,cr_3,4,perturbed,3,middle,2,0.1252044439315796,1541,1298,1.187211093990755,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p4|middle,code_review,cr_3,4,perturbed,4,middle,2,0.2161926031112671,1900,1298,1.4637904468412943,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p5|middle,code_review,cr_3,4,perturbed,5,middle,2,0.1563493013381958,1561,1298,1.2026194144838214,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p6|middle,code_review,cr_3,4,perturbed,6,middle,2,0.1672540307044983,1869,1298,1.4399075500770415,False,5,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p7|middle,code_review,cr_3,4,perturbed,7,middle,2,0.157322883605957,1515,1298,1.1671802773497688,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p8|middle,code_review,cr_3,4,perturbed,8,middle,2,0.0771383047103881,1264,1298,0.9738058551617874,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p9|middle,code_review,cr_3,4,perturbed,9,middle,2,0.2225667238235473,1492,1298,1.1494607087827426,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p0|last,code_review,cr_3,4,perturbed,0,last,3,0.1071481704711914,1708,1298,1.3158705701078584,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p1|last,code_review,cr_3,4,perturbed,1,last,3,0.1537673473358154,1893,1298,1.458397534668721,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p2|last,code_review,cr_3,4,perturbed,2,last,3,0.1255513429641723,2024,1298,1.5593220338983051,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p3|last,code_review,cr_3,4,perturbed,3,last,3,0.1559796333312988,1784,1298,1.37442218798151,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p4|last,code_review,cr_3,4,perturbed,4,last,3,0.1586101055145263,1391,1298,1.071648690292758,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p5|last,code_review,cr_3,4,perturbed,5,last,3,0.099216878414154,1654,1298,1.2742681047765794,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p6|last,code_review,cr_3,4,perturbed,6,last,3,0.1595305800437927,1475,1298,1.1363636363636365,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p8|last,code_review,cr_3,4,perturbed,8,last,3,0.1748770475387573,1307,1298,1.0069337442218798,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p7|last,code_review,cr_3,4,perturbed,7,last,3,0.0813158750534057,1732,1298,1.3343605546995378,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_3|d4|p9|last,code_review,cr_3,4,perturbed,9,last,3,0.1146397590637207,1527,1298,1.1764252696456086,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p1|first,code_review,cr_4,4,perturbed,1,first,0,0.2065082788467407,1362,1961,0.6945436002039775,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p2|first,code_review,cr_4,4,perturbed,2,first,0,0.1753937005996704,1555,1961,0.7929627740948496,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p3|first,code_review,cr_4,4,perturbed,3,first,0,0.1068029403686523,1300,1961,0.6629270780214176,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p0|first,code_review,cr_4,4,perturbed,0,first,0,0.1062006950378418,1398,1961,0.7129015808261091,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p4|first,code_review,cr_4,4,perturbed,4,first,0,0.3070809245109558,2048,1961,1.044365119836818,False,5,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p5|first,code_review,cr_4,4,perturbed,5,first,0,0.1657633781433105,2153,1961,1.0979092299847018,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p6|first,code_review,cr_4,4,perturbed,6,first,0,0.1640143990516662,1534,1961,0.7822539520652728,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p7|first,code_review,cr_4,4,perturbed,7,first,0,0.2337793111801147,1877,1961,0.957164711881693,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p8|first,code_review,cr_4,4,perturbed,8,first,0,0.2200899720191955,1446,1961,0.7373788883222846,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p0|middle,code_review,cr_4,4,perturbed,0,middle,2,0.2011106014251709,1937,1961,0.9877613462519124,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p9|first,code_review,cr_4,4,perturbed,9,first,0,0.2847306728363037,1334,1961,0.6802651708312085,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p1|middle,code_review,cr_4,4,perturbed,1,middle,2,0.1340186595916748,2101,1961,1.071392146863845,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p2|middle,code_review,cr_4,4,perturbed,2,middle,2,0.1435312628746032,1686,1961,0.8597654258031616,False,6,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p3|middle,code_review,cr_4,4,perturbed,3,middle,2,0.1360480785369873,1776,1961,0.9056603773584906,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p4|middle,code_review,cr_4,4,perturbed,4,middle,2,0.1639919281005859,1404,1961,0.715961244263131,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p5|middle,code_review,cr_4,4,perturbed,5,middle,2,0.1392199993133545,1282,1961,0.6537480877103519,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p6|middle,code_review,cr_4,4,perturbed,6,middle,2,0.1948271989822387,1659,1961,0.845996940336563,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p7|middle,code_review,cr_4,4,perturbed,7,middle,2,0.15809166431427,1632,1961,0.8322284548699643,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p8|middle,code_review,cr_4,4,perturbed,8,middle,2,0.2882787585258484,2196,1961,1.1198368179500255,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p9|middle,code_review,cr_4,4,perturbed,9,middle,2,0.2054929137229919,1478,1961,0.7536970933197348,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p0|last,code_review,cr_4,4,perturbed,0,last,3,0.1064833402633667,1404,1961,0.715961244263131,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p1|last,code_review,cr_4,4,perturbed,1,last,3,0.1690868139266967,1580,1961,0.8057113717491076,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p3|last,code_review,cr_4,4,perturbed,3,last,3,0.1117050647735595,2060,1961,1.0504844467108618,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p2|last,code_review,cr_4,4,perturbed,2,last,3,0.2268933057785034,2023,1961,1.03161652218256,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p5|last,code_review,cr_4,4,perturbed,5,last,3,0.1255720853805542,1473,1961,0.7511473737888832,False,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p4|last,code_review,cr_4,4,perturbed,4,last,3,0.1680753827095031,1341,1961,0.6838347781744009,False,7,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p6|last,code_review,cr_4,4,perturbed,6,last,3,0.2127966880798339,1854,1961,0.9454360020397756,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p7|last,code_review,cr_4,4,perturbed,7,last,3,0.2270600795745849,2344,1961,1.195308516063233,False,5,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p9|last,code_review,cr_4,4,perturbed,9,last,3,0.1602267622947693,2412,1961,1.229984701682815,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
code_review|cr_4|d4|p8|last,code_review,cr_4,4,perturbed,8,last,3,0.1830141544342041,1666,1961,0.8495665476797553,False,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p1|first,research_plan,rp_0,3,perturbed,1,first,0,0.2865593433380127,4568,4604,0.9921807124239792,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p0|first,research_plan,rp_0,3,perturbed,0,first,0,0.1845636367797851,4392,4604,0.9539530842745438,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p2|first,research_plan,rp_0,3,perturbed,2,first,0,0.2466144561767578,4359,4604,0.9467854039965248,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p3|first,research_plan,rp_0,3,perturbed,3,first,0,0.4783791303634643,4342,4604,0.9430929626411816,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p4|first,research_plan,rp_0,3,perturbed,4,first,0,0.1923006772994995,4316,4604,0.9374456993918332,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p5|first,research_plan,rp_0,3,perturbed,5,first,0,0.2540223598480224,4462,4604,0.9691572545612512,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p7|first,research_plan,rp_0,3,perturbed,7,first,0,0.258846640586853,4335,4604,0.9415725456125108,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p8|first,research_plan,rp_0,3,perturbed,8,first,0,0.2671164274215698,4612,4604,1.001737619461338,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p6|first,research_plan,rp_0,3,perturbed,6,first,0,0.3051016330718994,4417,4604,0.959383145091225,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p9|first,research_plan,rp_0,3,perturbed,9,first,0,0.2372497320175171,4465,4604,0.9698088618592527,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p0|middle,research_plan,rp_0,3,perturbed,0,middle,1,0.1811615824699401,4594,4604,0.9978279756733276,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p1|middle,research_plan,rp_0,3,perturbed,1,middle,1,0.2988096475601196,4519,4604,0.981537793223284,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p2|middle,research_plan,rp_0,3,perturbed,2,middle,1,0.2333447933197021,4496,4604,0.9765421372719374,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p3|middle,research_plan,rp_0,3,perturbed,3,middle,1,0.2987487316131592,4661,4604,1.012380538662033,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p4|middle,research_plan,rp_0,3,perturbed,4,middle,1,0.3198884725570678,4480,4604,0.9730668983492616,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p5|middle,research_plan,rp_0,3,perturbed,5,middle,1,0.2791151404380798,4496,4604,0.9765421372719374,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p6|middle,research_plan,rp_0,3,perturbed,6,middle,1,0.3425524234771728,4471,4604,0.9711120764552564,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p7|middle,research_plan,rp_0,3,perturbed,7,middle,1,0.2092484235763549,4369,4604,0.9489574283231972,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p8|middle,research_plan,rp_0,3,perturbed,8,middle,1,0.227707028388977,4558,4604,0.9900086880973068,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p9|middle,research_plan,rp_0,3,perturbed,9,middle,1,0.2034718990325927,4556,4604,0.9895742832319722,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p1|last,research_plan,rp_0,3,perturbed,1,last,2,0.2477291822433471,4313,4604,0.9367940920938316,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p2|last,research_plan,rp_0,3,perturbed,2,last,2,0.2682947516441345,4356,4604,0.946133796698523,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p3|last,research_plan,rp_0,3,perturbed,3,last,2,0.2860652208328247,4493,4604,0.9758905299739355,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p4|last,research_plan,rp_0,3,perturbed,4,last,2,0.1954128742218017,4746,4604,1.030842745438749,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p5|last,research_plan,rp_0,3,perturbed,5,last,2,0.3031963109970093,4359,4604,0.9467854039965248,,9,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p6|last,research_plan,rp_0,3,perturbed,6,last,2,0.3298508524894714,4435,4604,0.9632927888792354,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p7|last,research_plan,rp_0,3,perturbed,7,last,2,0.4256935715675354,4454,4604,0.9674196350999132,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p8|last,research_plan,rp_0,3,perturbed,8,last,2,0.2883502244949341,4241,4604,0.9211555169417898,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_0|d3|p9|last,research_plan,rp_0,3,perturbed,9,last,2,0.2484080791473388,4519,4604,0.981537793223284,,8,9,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p0|first,research_plan,rp_1,3,perturbed,0,first,0,0.2913684248924255,4135,4293,0.9631959003028184,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p1|first,research_plan,rp_1,3,perturbed,1,first,0,0.3396939039230346,4372,4293,1.0184020498485906,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p2|first,research_plan,rp_1,3,perturbed,2,first,0,0.2420269250869751,4201,4293,0.9785697647332868,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p3|first,research_plan,rp_1,3,perturbed,3,first,0,0.3849440813064575,4672,4293,1.0882832518052643,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p4|first,research_plan,rp_1,3,perturbed,4,first,0,0.1156148910522461,4283,4293,0.9976706266014442,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p7|first,research_plan,rp_1,3,perturbed,7,first,0,0.4773963689804077,4443,4293,1.0349406009783368,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p5|first,research_plan,rp_1,3,perturbed,5,first,0,0.2861446142196655,4300,4293,1.001630561378989,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p6|first,research_plan,rp_1,3,perturbed,6,first,0,0.3166643381118774,4408,4293,1.0267877940833916,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p8|first,research_plan,rp_1,3,perturbed,8,first,0,0.4135737419128418,4521,4293,1.053109713487072,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p9|first,research_plan,rp_1,3,perturbed,9,first,0,0.4706794023513794,4566,4293,1.063591893780573,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p0|middle,research_plan,rp_1,3,perturbed,0,middle,1,0.4958121180534363,4643,4293,1.0815280689494526,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p1|middle,research_plan,rp_1,3,perturbed,1,middle,1,0.4069876670837402,4482,4293,1.0440251572327044,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p2|middle,research_plan,rp_1,3,perturbed,2,middle,1,0.3611976504325866,4216,4293,0.9820638248311204,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p3|middle,research_plan,rp_1,3,perturbed,3,middle,1,0.3746837973594665,4449,4293,1.0363382250174702,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p4|middle,research_plan,rp_1,3,perturbed,4,middle,1,0.4674806594848633,4749,4293,1.106219426974144,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p5|middle,research_plan,rp_1,3,perturbed,5,middle,1,0.4009639024734497,4467,4293,1.040531097134871,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p6|middle,research_plan,rp_1,3,perturbed,6,middle,1,0.2466710805892944,4668,4293,1.087351502445842,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p7|middle,research_plan,rp_1,3,perturbed,7,middle,1,0.0988041758537292,4543,4293,1.0582343349638947,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p8|middle,research_plan,rp_1,3,perturbed,8,middle,1,0.3893272280693054,4246,4293,0.9890519450267878,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p9|middle,research_plan,rp_1,3,perturbed,9,middle,1,0.1580913066864013,4296,4293,1.0006988120195668,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p1|last,research_plan,rp_1,3,perturbed,1,last,2,0.3591224551200866,4508,4293,1.0500815280689495,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p2|last,research_plan,rp_1,3,perturbed,2,last,2,0.2039064168930053,4028,4293,0.9382716049382716,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p3|last,research_plan,rp_1,3,perturbed,3,last,2,0.3310134410858154,4201,4293,0.9785697647332868,,9,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p4|last,research_plan,rp_1,3,perturbed,4,last,2,0.5977272391319275,4456,4293,1.0379687863964593,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p5|last,research_plan,rp_1,3,perturbed,5,last,2,0.3158828020095825,4533,4293,1.0559049615653389,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
research_plan|rp_1|d3|p6|last,research_plan,rp_1,3,perturbed,6,last,2,0.2570854425430298,4418,4293,1.0291171674819473,,8,8,claude-haiku-4-5-20251001,anthropic,all-MiniLM-L6-v2
